Episode,Loss
1,651.8867942400029
2,1437.634000895999
3,999.0847104000078
4,742.2441600000041
5,598.7694557183988
6,108.55799525376011
7,1213.341387263999
8,483.7980825599997
9,67.94769545625604
10,61.73948247099312
11,79.50581475311616
12,509.92096819199907
13,108.83023960473605
14,729.595147284482
15,111.60502394879998
16,273.64473361858575
17,519.7957875400707
18,238.28919767039972
19,82.10709307392003
20,77.00413787013123
21,112.78609883136015
22,216.09160436121633
23,188.6126833788517
24,90.65330620288204
25,52.87743052182833
26,94.63311130188217
27,117.80749482964073
28,66.29120640575078
29,108.48307406241787
30,35.320046015741944
31,64.82538889495709
32,47.13942447984479
33,62.61000801850862
34,89.54618122931794
35,67.36762271733532
36,61.64985673795972
37,44.44515900330614
38,82.18887799190509
39,18.12806619607597
40,34.16762148726106
41,11.353153909107252
42,23.85311914226257
43,38.487252405747455
44,30.89286186161114
45,40.093817148225476
46,31.79104341196801
47,81.63377794110181
48,31.48834622228398
49,31.59840247037765
50,38.86728899355221
51,24.653612339538544
52,37.191872559939725
53,2.9381214610383752
54,26.787771958899583
55,15.515832992418408
56,42.386197794503985
57,65.85949148614552
58,36.14236233654094
59,15.46745221104319
60,43.92419841202103
61,86.07499829764188
62,14.776051275299757
63,25.992201119322655
64,30.356150033218043
65,48.30356618500219
66,45.15769421272425
67,39.10817428803142
68,19.129544205336185
69,37.33658903749901
70,11.068471256894394
71,2.9304851261056823
72,58.680018913317795
73,26.113352042812938
74,26.22515793116065
75,28.61720896446848
76,30.822227177561548
77,21.244954976365328
78,16.89231360184812
79,14.77318239900155
80,12.489540758277093
81,19.96713058186432
82,2.283397346874553
83,32.34183149180711
84,15.408123785569138
85,17.796216600358868
86,27.04295167115509
87,13.8812918705633
88,7.259734273651475
89,5.135315260344006
90,31.777511966631533
91,22.723081536586317
92,3.6913877727532345
93,0.4460004299774112
94,47.41321283412383
95,14.546056375372938
96,11.096270514464715
97,31.620177673799073
98,16.180723373460616
99,24.678096511573315
100,2.3340687362849026
101,3.8493271956672697
102,8.771434516386892
103,10.022255887527447
104,39.838369402214724
105,20.908579661229375
106,12.556466525145074
107,11.422092475660431
108,6.762287057217879
109,27.809966669717593
110,14.576060912426223
111,37.86515237543869
112,53.67613075614271
113,20.657122367550958
114,8.25511631875163
115,5.96160741625978
116,1.1768144899334667
117,16.60738110730799
118,4.642911232678658
119,12.942589296484346
120,7.860527537232674
121,6.291340194697456
122,12.655379104967228
123,2.269511429122254
124,6.526218419194317
125,9.046994290142882
126,3.8318028172670484
127,6.435707268174385
128,2.8008397970918986
129,17.09532770527924
130,0.5467227432666263
131,34.89032758674014
132,44.56977732944802
133,3.5368257766592683
134,26.630388245328405
135,10.656139816638444
136,3.756046615921376
137,2.1263073779039128
138,10.503010556344305
139,17.940227579941027
140,1.1276058293108668
141,16.517831635903118
142,3.231229516727417
143,33.155397155480074
144,19.445543744599824
145,1.7124474462628374
146,0.4613889757953916
147,3.165762042509227
148,2.487274856005286
149,5.3193065096372925
150,2.7561734887883853
151,4.413294692306406
152,3.8746082752939603
153,3.2649414557702796
154,2.802154014926003
155,1.597526675245149
156,10.524851915526892
157,8.601269555408198
158,1.8628750418605813
159,0.20590468528105377
160,7.882134730726824
161,1.1738811983765898
